THETA_0,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
1.0,11.0,282.0,0.58718861001,0.999999994286,0.702857138841,4.0,3.0,0.0,0.0,5.26241134752,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1300.0,385.5,946.0,843300.0,222768.25,946.0,5831.35795455,3285.64388008,2900.0,2900.0,2900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0251149463737,0.0250061484456,0.55440948994,0.0254074310181,0.370061984223,0.442121212121,0.0725252525253,0.0354609929078,0.0212765957447,0.625,0.375,0.320075757576,0.1,0.5,-0.170833333333,-0.4,-0.05,0.1,0.0,0.4,0.0,2500.0
1.0,10.0,300.0,0.594594592586,0.999999994318,0.772727268337,5.0,4.0,1.0,0.0,5.02,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,614.0,243.6,0.0,843300.0,239930.571429,0.0,3967.19230769,2199.72818339,3100.0,12500.0,7800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.745376971846,0.168812007104,0.0286189989335,0.0286185081866,0.0285735139308,0.42196969697,0.199090909091,0.0266666666667,0.00333333333333,0.888888888889,0.111111111111,0.404545454545,0.0333333333333,1.0,-0.25,-0.25,-0.25,0.0,0.0,0.5,0.0,4800.0
1.0,11.0,409.0,0.571782176803,0.999999995984,0.738955820325,6.0,5.0,1.0,0.0,4.65281173594,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,817.0,216.0,0.0,843300.0,396302.833333,0.0,5764.60673986,2626.44289712,931.0,7000.0,4046.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333398109731,0.203344596028,0.0333372313648,0.696642226337,0.0333361352978,0.45715327882,0.171053391053,0.0366748166259,0.00733496332518,0.833333333333,0.166666666667,0.351229437229,0.1,0.6,-0.183333333333,-0.3,-0.125,0.0,0.0,0.5,0.0,1600.0
1.0,10.0,674.0,0.481259369593,0.999999997531,0.651851850242,2.0,1.0,5.0,0.0,4.58308605341,6.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,463.0,123.2,0.0,843300.0,245216.666667,0.0,4002.04966887,2604.84830647,1100.0,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0333367885947,0.269041711228,0.0333353050142,0.630951240599,0.0333349545639,0.385763888889,0.118008207071,0.0415430267062,0.0118694362018,0.777777777778,0.222222222222,0.371942640693,0.0333333333333,1.0,-0.36875,-0.5,-0.25,1.0,0.5,0.5,0.5,1200.0
1.0,10.0,3428.0,0.140408701338,0.999999999593,0.153626731804,5.0,5.0,42.0,0.0,4.1219369895,9.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,677.0,205.0,0.0,843300.0,252977.777778,0.0,5773.52941176,3052.10003153,737.0,22200.0,6367.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0225549556942,0.0227560557385,0.40716249753,0.525301060552,0.0222254304856,0.454572676232,0.0150028355924,0.0189614935823,0.0320886814469,0.371428571429,0.628571428571,0.408368964369,0.05,0.8,-0.206590909091,-0.5,-0.1,0.4,0.1,0.1,0.1,1100.0
1.0,8.0,184.0,0.648351644789,0.999999992188,0.742187494202,10.0,3.0,1.0,2.0,5.08152173913,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,521.0,199.714285714,6100.0,843300.0,232842.857143,1537.10204082,3399.76840316,2128.01596907,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0285715385721,0.0285715262333,0.88571299119,0.0285715211469,0.0285724228576,0.361435786436,0.13841991342,0.070652173913,0.0054347826087,0.928571428571,0.0714285714286,0.195504495504,0.1,0.5,-0.05,-0.05,-0.05,0.5,0.136363636364,0.0,0.136363636364,3000.0
1.0,10.0,160.0,0.664516124745,0.999999989899,0.78787877992,2.0,0.0,1.0,0.0,4.625,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,533.0,330.833333333,25200.0,690400.0,165050.0,2974.15988909,6308.60526316,4431.08940635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333337665753,0.699882086762,0.0335406562144,0.0335580461923,0.199685444256,0.381666666667,0.189166666667,0.03125,0.00625,0.833333333333,0.166666666667,0.339,0.16,0.6,-0.0714285714286,-0.0714285714286,-0.0714285714286,0.0,0.0,0.5,0.0,4600.0
1.0,8.0,536.0,0.536398466405,0.999999997015,0.701492535219,12.0,0.0,1.0,0.0,5.12126865672,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,224.0,133.118,1800.0,843300.0,336980.0,863.387096774,3574.6863882,2479.93938253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.839999745284,0.0400001131292,0.0400000557729,0.040000047182,0.0400000386321,0.452566183816,0.243824925075,0.0615671641791,0.00559701492537,0.916666666667,0.0833333333333,0.400875639512,0.0333333333333,1.0,-0.183333333333,-0.25,-0.1,0.5,0.5,0.0,0.5,1000.0
1.0,10.0,124.0,0.756097554828,0.999999985294,0.867647046064,6.0,4.0,0.0,0.0,4.26612903226,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,504.0,273.6,6100.0,690400.0,165380.0,2199.33333333,3406.55840668,2979.70446405,1600.0,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.040000296109,0.040006609294,0.0400078664618,0.0400014717789,0.839983756356,0.493888888889,0.29125,0.0645161290323,0.00806451612903,0.888888888889,0.111111111111,0.3875,0.1,0.7,-0.1875,-0.1875,-0.1875,0.0,0.0,0.5,0.0,11400.0
1.0,10.0,679.0,0.553772069737,0.99999999759,0.696385540491,25.0,3.0,18.0,0.0,4.38880706922,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,42200.0,5368.125,0.0,843300.0,333988.888889,0.0,42200.0,9052.17508934,1900.0,3600.0,2750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0222787252828,0.470338366482,0.133256308205,0.351900508673,0.0222260913572,0.477272079772,0.0793712768713,0.0265095729013,0.020618556701,0.5625,0.4375,0.391338383838,0.1,1.0,-0.221726190476,-0.7,-0.05,0.25,0.25,0.25,0.25,2000.0
1.0,11.0,371.0,0.49184782475,0.999999995556,0.599999997333,5.0,4.0,1.0,1.0,4.62803234501,10.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1600.0,434.32375,0.0,843300.0,385000.0,0.0,7000.0,3726.24510488,2100.0,13700.0,6066.66666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817382665631,0.0200122474407,0.0200196171325,0.12258505352,0.0200004162766,0.538852813853,0.201893939394,0.0673854447439,0.0188679245283,0.78125,0.21875,0.37903030303,0.0333333333333,0.75,-0.2,-0.5,-0.05,0.0,0.0,0.5,0.0,3300.0
1.0,11.0,1169.0,0.437554584771,0.99999999854,0.623357663324,17.0,12.0,6.0,2.0,4.61676646707,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,548.0,145.5,9800.0,843300.0,328350.0,2022.30769231,5964.60716138,2941.51763254,1500.0,9700.0,4872.72727273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250003966662,0.0250140912126,0.775153291386,0.149831223859,0.0250009968754,0.478633658009,0.150413510101,0.0427715996578,0.0188195038494,0.694444444444,0.305555555556,0.388827272727,0.1,1.0,-0.167803030303,-0.6,-0.05,0.0,0.0,0.5,0.0,786.0
1.0,9.0,758.0,0.470588234665,0.999999998031,0.596456691739,14.0,14.0,15.0,1.0,4.96833773087,5.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,109.0,63.5,0.0,843300.0,290040.0,0.0,4530.13246269,2750.20147111,624.0,7600.0,2797.15384615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.040229761322,0.0400116147232,0.0400705782622,0.0400356272403,0.839652418452,0.4414563424,0.108997998856,0.032981530343,0.0105540897098,0.757575757576,0.242424242424,0.338242424242,0.1,0.85,-0.228645833333,-0.4,-0.125,0.771428571429,0.457142857143,0.271428571429,0.457142857143,3300.0
1.0,7.0,279.0,0.597069594883,0.999999994186,0.720930228367,7.0,2.0,0.0,1.0,4.58422939068,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,631.0,266.666666667,9900.0,843300.0,379766.666667,1900.57627119,7777.0,3583.88423674,1000.0,1000.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.70105122324,0.198946460625,0.0333343138154,0.0333341207571,0.0333338815622,0.410606060606,0.135890151515,0.0860215053763,0.0143369175627,0.857142857143,0.142857142857,0.274668560606,0.0625,0.8,-0.425,-0.5,-0.3,0.727272727273,0.0681818181818,0.227272727273,0.0681818181818,6000.0
1.0,11.0,340.0,0.647619045563,0.999999995798,0.722689072594,16.0,1.0,1.0,0.0,4.79705882353,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,783.0,253.857142857,0.0,843300.0,187922.222222,0.0,3578.43032738,1828.97830178,1400.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.022226336233,0.0222265607773,0.908464689684,0.0222247867168,0.0248576265888,0.225,-0.054375,0.00588235294118,0.0294117647059,0.166666666667,0.833333333333,0.5,0.5,0.5,-0.20875,-0.3,-0.1,0.0,0.0,0.5,0.0,994.0
1.0,10.0,514.0,0.591286305827,0.999999996885,0.719626165982,19.0,2.0,15.0,1.0,4.62062256809,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,451.0,122.655714286,0.0,843300.0,422500.0,0.0,5805.59772588,3918.91872091,4700.0,6700.0,5700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374395014361,0.0268448665751,0.0250035345003,0.548049761277,0.0257068232867,0.537700989487,0.163289463513,0.0583657587549,0.0330739299611,0.63829787234,0.36170212766,0.501414141414,0.1,1.0,-0.276365546218,-1.0,-0.05,1.0,0.7,0.5,0.7,1700.0
1.0,11.0,3125.0,0.304194684501,0.99999999942,0.497099767693,13.0,0.0,1.0,0.0,5.04352,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,441.0,125.8,7200.0,843300.0,266900.0,1268.0,5217.56363636,2580.26814328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0200075160238,0.0200005898116,0.821060041409,0.0200001003347,0.118931752421,0.438404697901,0.118254462831,0.04768,0.01792,0.726829268293,0.273170731707,0.369743092478,0.0333333333333,0.9,-0.297987528345,-0.7,-0.05,0.2,0.3,0.3,0.3,1600.0
1.0,11.0,303.0,0.630508472439,0.999999994792,0.708333329644,7.0,5.0,8.0,0.0,4.72937293729,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,593.0,173.428571429,6900.0,843300.0,333642.857143,2142.8,9244.58441558,5751.66755377,25700.0,25700.0,25700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571559466,0.242712905018,0.0285715120401,0.671571513928,0.028572509548,0.4875,0.0601851851852,0.023102310231,0.016501650165,0.583333333333,0.416666666667,0.403571428571,0.2,0.5,-0.248333333333,-0.5,-0.166666666667,0.0,0.0,0.5,0.0,2400.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,903.0,210.2,0.0,843300.0,196400.0,0.0,7801.5,3514.40671296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333345680459,0.0333343873276,0.866553563887,0.0333339644078,0.0334435163319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,672.0
1.0,8.0,248.0,0.640692637919,0.999999993007,0.769230763852,4.0,4.0,1.0,0.0,4.77822580645,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,405.0,242.25,0.0,690400.0,164000.0,0.0,3365.72071116,2229.13357559,803.0,4400.0,2601.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0401596843923,0.04012169383,0.0400106415886,0.0400030658264,0.839704914363,0.461038961039,0.172835497835,0.0322580645161,0.0120967741935,0.727272727273,0.272727272727,0.477462121212,0.136363636364,1.0,-0.133333333333,-0.15,-0.125,0.0,0.0,0.5,0.0,770.0
1.0,8.0,137.0,0.705882347751,0.999999987342,0.860759482775,1.0,1.0,0.0,1.0,4.24087591241,8.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,934.0,412.166666667,0.0,690400.0,356587.5,0.0,5371.62587413,3194.53771143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402232330071,0.522734589722,0.0250020312355,0.0250295119051,0.0250015370658,0.431666666667,0.0483333333333,0.043795620438,0.043795620438,0.5,0.5,0.366666666667,0.05,0.7,-0.245833333333,-0.4,-0.125,0.0,0.0,0.5,0.0,42200.0
1.0,12.0,575.0,0.512237761342,0.999999996979,0.697885194266,6.0,4.0,2.0,0.0,4.35130434783,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,810.0,236.714285714,13900.0,843300.0,205185.714286,2277.07272727,5013.69565217,3511.9769677,1700.0,27200.0,14450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.885129155886,0.0285752824317,0.02859445977,0.0287197424062,0.028981359506,0.440540749759,0.0104271885522,0.0295652173913,0.0278260869565,0.515151515152,0.484848484848,0.353885918004,0.0333333333333,1.0,-0.298784722222,-0.7,-0.125,0.0,0.0,0.5,0.0,1000.0
1.0,10.0,399.0,0.569482287277,0.999999996283,0.628252785769,40.0,4.0,1.0,0.0,4.67418546366,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,1200.0,476.666666667,11700.0,617900.0,229566.666667,2191.32330827,4780.672,3703.15808533,1200.0,11700.0,4733.33333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333338486247,0.0335274710637,0.36648985945,0.533315186682,0.0333336341796,0.599324675325,0.284182253619,0.0426065162907,0.015037593985,0.739130434783,0.260869565217,0.471606824548,0.136363636364,1.0,-0.341666666667,-0.5,-0.1,0.9,0.6,0.4,0.6,1600.0
1.0,14.0,970.0,0.406022844854,0.999999998099,0.598859314451,4.0,3.0,1.0,0.0,4.31855670103,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,616.0,259.428571429,13600.0,843300.0,172785.714286,2102.6,5248.36363636,3416.91018446,196700.0,196700.0,196700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.205171386336,0.0292923143903,0.50843526928,0.0285720406392,0.228528989354,0.493872171189,0.109518618238,0.0546391752577,0.019587628866,0.736111111111,0.263888888889,0.351592746876,0.1,0.7,-0.388450292398,-1.0,-0.05,0.0,0.0,0.5,0.0,1900.0
1.0,11.0,913.0,0.425028184414,0.999999998134,0.583955222791,25.0,0.0,1.0,0.0,4.856516977,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2100.0,455.0,2100.0,843300.0,342333.333333,1778.37742504,4125.46485623,3130.29113277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801643714935,0.131471306513,0.0222749155419,0.0223874735168,0.022222589494,0.413882865102,0.154472864534,0.0536692223439,0.0197152245345,0.731343283582,0.268656716418,0.35496819507,0.0333333333333,1.0,-0.159259259259,-0.3,-0.05,0.0,0.0,0.5,0.0,7300.0
1.0,13.0,582.0,0.449652776997,0.999999997214,0.584958215641,4.0,3.0,1.0,0.0,5.08591065292,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1200.0,304.714285714,0.0,843300.0,309725.0,0.0,4979.33333333,2731.01764945,1600.0,11600.0,6600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0251293158711,0.0250058011634,0.441202131053,0.0250198909881,0.483642860924,0.359177489177,0.0280627705628,0.020618556701,0.020618556701,0.5,0.5,0.395738636364,0.0625,0.8,-0.251388888889,-0.6,-0.05,0.0,0.0,0.5,0.0,1100.0
1.0,8.0,226.0,0.671171168148,0.999999992908,0.801418434032,8.0,1.0,1.0,1.0,5.01769911504,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1200.0,303.857142857,0.0,843300.0,254020.0,0.0,6029.2750789,2118.57726653,2900.0,2900.0,2900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200056657541,0.0200166789687,0.384218637782,0.120399322437,0.455359695058,0.588304924242,0.210606060606,0.0530973451327,0.0132743362832,0.8,0.2,0.394141414141,0.1,1.0,-0.408333333333,-0.8,-0.125,0.0,0.0,0.5,0.0,18300.0
1.0,12.0,127.0,0.703999994368,0.999999986111,0.916666653935,3.0,2.0,0.0,2.0,4.41732283465,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,504.0,94.265,112600.0,843300.0,615233.333333,3460.16919448,7740.07037037,5592.71717456,64400.0,64400.0,64400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333342131919,0.0339610280274,0.0333333744084,0.86603762782,0.0333337565526,0.428472222222,0.0548611111111,0.0393700787402,0.0393700787402,0.5,0.5,0.485,0.25,0.8,-0.353333333333,-0.4,-0.166666666667,0.7,0.225,0.2,0.225,8500.0
1.0,16.0,323.0,0.599378880126,0.999999995025,0.761194026064,1.0,1.0,1.0,0.0,4.79566563467,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,67700.0,843300.0,350800.0,2184.19530711,3483.49186906,2685.36446593,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0666682032875,0.0666667566399,0.733324186297,0.0666666886591,0.0666741651168,0.413481756339,0.114316635745,0.0278637770898,0.0216718266254,0.5625,0.4375,0.42784992785,0.1,0.8,-0.235714285714,-0.7,-0.05,0.7,0.5,0.2,0.5,59.0
1.0,14.0,248.0,0.619469023808,0.999999993333,0.699999995333,7.0,2.0,1.0,0.0,4.66129032258,6.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,393.0,97.4,0.0,843300.0,232666.666667,0.0,3928.25236593,2509.55228621,4400.0,4400.0,4400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213074672503,0.034401057115,0.0336461110733,0.532416955128,0.186461204181,0.380392156863,-0.054055258467,0.0282258064516,0.0322580645161,0.466666666667,0.533333333333,0.281818181818,0.136363636364,0.5,-0.361458333333,-0.8,-0.1,0.462962962963,-0.118518518519,0.037037037037,0.118518518519,2800.0
1.0,10.0,266.0,0.42231075529,0.999999994792,0.416666664497,18.0,2.0,29.0,1.0,5.44736842105,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,426.0,106.07375,0.0,843300.0,419933.333333,0.0,6796.6923335,4019.87772547,1600.0,1600.0,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222244510888,0.154796191806,0.022222800838,0.778533735575,0.0222228206928,0.425,0.168333333333,0.0300751879699,0.0112781954887,0.727272727273,0.272727272727,0.35,0.0333333333333,0.5,-0.172222222222,-0.291666666667,-0.1,0.0,0.0,0.5,0.0,954.0
